Num_Inscripcion;Razon_Social;Tipo_Via;Calle;Numero;Aproximacion;Cod_Postal;Poblacion;Barrio;Distrito;CIF;Fecha_Registro;Fecha_IPM;Primer_Tlfn;Email;Internet;Categoria;Ambito;Num_Socios;NumInscripcion_Fed_Vinculada;RazonSocial_Fed_Vinculada;FX_Carga
"2023";"ACATAM- AYUDA PARA LOS CENSADOS DE ATAM";"AVENIDA";"POBLADOS";"103";"5º B";"28025";"MADRID";"ABRANTES";"CARABANCHEL";"G84103076";"2007-04-16";"2007-10-23";"913417158";"mruizlosar@hotmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"20";" ";" ";"2025-12-31 04:15:15.2"
"2024";"ASOCIACION GUARANI DE COOPERACION PARAGUAY ESPAÑA";"CALLE";"CANILLAS";"11";"";"28002";"MADRID";"PROSPERIDAD";"CHAMARTIN";"G84826312";"2007-04-16";;"646163215";"guarani@guarani.org.es";"http://www.guarani.org.es";"DE INMIGRANTES";"ESTATAL";"6396";" ";" ";"2025-12-31 04:15:15.2"
"2025";"AGRUPACION DEPORTIVA ESCUELA DE FUTBOL USERA";"CALLE";"RICARDO BELTRAN Y ROZPIDE";"5";" ";"28026";"MADRID";"ZOFIO";"USERA";"G84992858";"2007-05-17";"2008-02-29";"637847656";"escueladefutbolusera@gmail.com";"http://www.escueladefutbolusera.ffmadrid.org";"DEPORTIVAS";"COMUNIDAD DE MADRID";"218";" ";" ";"2025-12-31 04:15:15.2"
"2026";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS CENTRO INTEGRADO DE ENSEÑANZAS ARTISTICAS DE MUSICA Y DE EDUCACION SECUNDARIA FEDERICO MORENO TORROBA";"CALLE";"GENERAL RICARDOS";"177";" ";"28025";"MADRID";"PUERTA BONITA";"CARABANCHEL";"G80619349";"2007-05-24";;"";"";"";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"85";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2027";"CLUB DE ATLETISMO SUANZES DE SAN BLAS";"AVENIDA";"VEINTICINCO DE SEPTIEMBRE";"1";"ESQUINA CALLE ALCALA";"28027";"MADRID";"EL SALVADOR";"SAN BLAS-CANILLEJAS";"G79458808";"2007-05-23";;"618297516";"almasi1960@hotmail.com";"http://www.atletismosuanzes";"DEPORTIVAS";"COMUNIDAD DE MADRID";"143";" ";" ";"2025-12-31 04:15:15.2"
"2028";"ASOCIACION CORAL Y MUSICAL LAS ROSAS DE MADRID";"CALLE";"SUECIA";"44";"PARROQUIA NTRA. SRA. DE LAS ROSAS";"28022";"MADRID";"ROSAS";"SAN BLAS-CANILLEJAS";"G84471556";"2007-05-23";"2009-10-08";"913062227";"corolasrosas.madrid@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"MUNICIPIO";"136";" ";" ";"2025-12-31 04:15:15.2"
"2029";"ASOCIACION MADRILEÑA DE APARCACOCHES Y CONDUCTORES PROFESIONALES DE TURISMOS (AMAC)";"CALLE";"TAURO";"1";" ";"28042";"MADRID";"AEROPUERTO";"BARAJAS";"G84808047";"2007-05-25";"2014-01-24";"674177623";" ";" ";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"COMUNIDAD DE MADRID";"290";" ";" ";"2025-12-31 04:15:15.2"
"2030";"ASOCIACION CULTURAL AULA DE CULTURA ALTAMIRA";"AVENIDA";"INSTITUCION LIBRE DE ENSEÑANZA";"17";" ";"28037";"MADRID";"                    ";"SAN BLAS-CANILLEJAS";"G78544590";"2007-05-22";"2007-12-19";"913670456";"aula.altamira@gmail.com";"http://www.aulaaltamira.com";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"220";"1746";"PLATAFORMA DE ENTIDADES DE VOLUNTARIADO DE LA COMUNIDAD AUTONOMA DE MADRID (FEVOCAM)";"2025-12-31 04:15:15.2"
"2031";"AMPA COLEGIO DE EDUCACION ESPECIAL JUAN MARTOS DE MADRID";"CALLE";"ARCOS DE LA FRONTERA";"18";" ";"28023";"MADRID";"ARAVACA";"MONCLOA-ARAVACA";"G84978949";"2007-05-21";;"679303150";"ampaceejuanmartos@hotmail.com";"";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"21";" ";" ";"2025-12-31 04:15:15.2"
"2032";"ASOCIACION ESPAÑOLA CON LA OSTEOPOROSIS Y LA ARTROSIS AECOSAR";"CALLE";"VOLVER A EMPEZAR";"4";"PTAL. H, 1ºA";"28018";"MADRID";"PALOMERAS BAJAS";"PUENTE VALLECAS";"G80942865";"2007-05-22";"2007-10-26";"914312258";"info@aecosar.es";"https://www.aecosar.es";"DE SALUD Y APOYO MUTUO";"ESTATAL";"338";" ";" ";"2025-12-31 04:15:15.2"
"2033";"ASOCIACION DE PADRES DE ALUMNOS DEL CENTRO MARIA INMACULADA DE MADRID";"CALLE";"RIOS ROSAS";"35";" ";"28003";"MADRID";"RIOS ROSAS";"CHAMBERI";"G28875359";"2007-05-22";"2008-01-14";"914410628";" ";"";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"513";"775";"FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA";"2025-12-31 04:15:15.2"
"2036";"CLUB DE FUTBOL RACING DE VILLAVERDE";"CALLE";"NIQUEL";"16";"Bº";"28021";"MADRID";"BUTARQUE";"VILLAVERDE";"G80118730";"2007-06-01";"2007-10-26";"645268259";"escuelaracingvillaverde@gmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"853";" ";" ";"2025-12-31 04:15:15.2"
"2038";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA WINSTON CHURCHILL DE MADRID";"AVENIDA";"GRAN VIA DEL ESTE";"5";"";"28032";"MADRID";"CASCO H.VICALVARO";"VICALVARO";"G84850122";"2007-06-15";"2011-04-13";"600760201";"consultas@ampa-winstonchurchill.es";"http://www.ampa-winstonchurchill.es	 ";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"293";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2040";"ASOCIACION DE VECINOS DE CENTRO LA LATINA";"CALLE";"CONDE DE ROMANONES";"9";"4º IZDA.";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G85020782";"2007-06-15";"2009-10-20";" ";"";"";"VECINALES";"BARRIO";"220";"594";"FERMAD VIVE CONTIGO";"2025-12-31 04:15:15.2"
"2040";"ASOCIACION DE VECINOS DE CENTRO LA LATINA";"CALLE";"CONDE DE ROMANONES";"9";"4º IZDA.";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G85020782";"2007-06-15";"2009-10-20";" ";"";"";"VECINALES";"BARRIO";"220";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"2041";"ASOCIACION PADRES Y MADRES EN ACCION - PAMAC";"CALLE";"CAMINO DE LOS VINATEROS";"131";"3º A";"28030";"MADRID";"VINATEROS";"MORATALAZ";"G81695025";"2007-06-15";"2007-12-11";"649116241";"usedimad@gmail.com";"http://www.padresdivorciados.es	 ";"OTRAS DE ACCION SOCIAL";"COMUNIDAD DE MADRID";"36";" ";" ";"2025-12-31 04:15:15.2"
"2042";"ASOCIACION PARKINSON MADRID";"CALLE";"ANDRES TORREJON";"18";"BAJO";"28014";"MADRID";"LOS JERONIMOS";"RETIRO";"G80974710";"2007-06-11";"2007-10-11";"914340406";"subdireccioneconomica@parkinsonmadrid.org";"http://www.parkinsonmadrid.org	 ";"DE SALUD Y APOYO MUTUO";"COMUNIDAD DE MADRID";"1954";"1746";"PLATAFORMA DE ENTIDADES DE VOLUNTARIADO DE LA COMUNIDAD AUTONOMA DE MADRID (FEVOCAM)";"2025-12-31 04:15:15.2"
"2042";"ASOCIACION PARKINSON MADRID";"CALLE";"ANDRES TORREJON";"18";"BAJO";"28014";"MADRID";"LOS JERONIMOS";"RETIRO";"G80974710";"2007-06-11";"2007-10-11";"914340406";"subdireccioneconomica@parkinsonmadrid.org";"http://www.parkinsonmadrid.org	 ";"DE SALUD Y APOYO MUTUO";"COMUNIDAD DE MADRID";"1954";"3924";"FEMADEN – FEDERACION MADRILEÑA DE ENFERMEDADES NEUROLOGICAS";"2025-12-31 04:15:15.2"
"2043";"ASOCIACION CULTURAL TRASGORIA TEATRO";"CALLE";"PABLO LAFARGUE";"12";"3º DCHA.";"28017";"MADRID";"VENTAS";"CIUDAD LINEAL";"G85058279";"2007-06-05";;"659830183";"trasgoriateatro@yahoo.es";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"5";" ";" ";"2025-12-31 04:15:15.2"
"2044";"ASOCIACION CULTURAL GENTE AMIGA";"CALLE";"MARIO CABRE";"15";"POST. LOCAL 2";"28030";"MADRID";"MARROQUINA";"MORATALAZ";"G78254588";"2007-06-11";"2008-09-12";"676194639";"mallobar40@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"44";" ";" ";"2025-12-31 04:15:15.2"
"2045";"ASOCIACION ALONSO QUIJANO";"CALLE";"MANUEL MARAÑON";"4";" ";"28043";"MADRID";"COLINA";"CIUDAD LINEAL";"G82283599";"2007-07-09";"2008-02-19";"657885096";"rociolbp08@yahoo.es";"http://www.a-alonsoquijano.org";"DE SALUD Y APOYO MUTUO";"COMUNIDAD DE MADRID";"98";" ";" ";"2025-12-31 04:15:15.2"
"2046";"ASOCIACION COOPERACION Y APOYO SOCIAL A LA INTEGRACION ESCOLAR (ICEAS)";"CALLE";"MADRE ROSA BLANCO";"5";"";"28041";"MADRID";"           ";"USERA";"G28734143";"2007-07-10";"2008-05-09";"913699317";"asociacion@iceas.org";"http://www.iceas.org";"OTRAS DE ACCION SOCIAL";"ESTATAL";"56";" ";" ";"2025-12-31 04:15:15.2"
"2879";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL C.E.I.P. JOSE DE ECHEGARAY ENSANCHE DE VALLECAS";"CALLE";"PUENTEDEY";"14";"";"28051";"MADRID";" ";"VILLA VALLECAS";"G86606969";"2014-03-24";;"";"ampajosedeechegaray@gmail.com";"http://www.ampaechegaray.org";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"350";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2880";"ASOCIACION AMIGOS DE MINGORRUBIO";"CALLE";"FORTALEZA";"4";"";"28048";"MADRID";"EL PARDO";"FUENCARRAL-EL PARDO";"G86437084";"2014-04-02";"2014-06-11";"620896047";"losamigosdemingorrubio@gmail.com";"";"VECINALES";"COMUNIDAD DE MADRID";"221";" ";" ";"2025-12-31 04:15:15.2"
"2881";"PROFESSIONAL WOMEN'S NETWORK MADRID";"CALLE";"MARIA DE MOLINA";"39";"PISO 8º";"28006";"MADRID";"EL VISO";"CHAMARTIN";"G84842442";"2014-04-02";;"622912008";"information@pwnmadrid.net";"pwnmadrid.org";"DE MUJERES";"ESTATAL";"197";" ";" ";"2025-12-31 04:15:15.2"
"2882";"ASOCIACION CULTURAL Y RECREATIVA DE MANOTERAS";"CALLE";"TIJOLA";"";"S/N";"28033";"MADRID";" ";"HORTALEZA";"G78008604";"2014-04-07";"2014-05-29";"679228345";"secretaria@spartacdemanoteras.com";"http://www.spartacdemanoteras.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"195";" ";" ";"2025-12-31 04:15:15.2"
"2883";"ASOCIACION ESPAÑOLA CONTRA EL CANCER";"CALLE";"TENIENTE CORONEL NOREÑA";"30";"";"28045";"MADRID";"ALMAGRO";"MONCLOA-ARAVACA";"G28197564";"2014-04-08";"2014-05-26";"913985900";"madrid@contraelcancer.es";"http://www.aecc.es";"DE SALUD Y APOYO MUTUO";"ESTATAL";"81598";" ";" ";"2025-12-31 04:15:15.2"
"2884";"ASOCIACION SUYAE";"PASEO";"DELICIAS";"30";"2ª PLANTA";"28045";"MADRID";"LEGAZPI";"ARGANZUELA";"G86372372";"2014-04-22";"2015-02-13";"616087013";"";"http://www.suyae.org";"OTRAS DE ACCION SOCIAL";"ESTATAL";"8";" ";" ";"2025-12-31 04:15:15.2"
"2886";"AGRUPACION DEPORTIVA SPORTING DE HORTALEZA";"CALLE";"MONOVAR";"S/N";"S/N";"28023";"MADRID";" ";"HORTALEZA";"G79007464";"2014-05-12";"2014-05-30";"665580441";"m_romon@yahoo.es";"http://www.adsportingdehortaleza.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"765";" ";" ";"2025-12-31 04:15:15.2"
"2887";"MOTORISTAS CONTRA EL ABUSO INFANTIL-MOCAI";"CALLE";"JESUS Y MARIA";"34";"3º 3";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G86938560";"2014-05-14";;"680459044";" ";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"17";" ";" ";"2025-12-31 04:15:15.2"
"2888";"ASOCIACION MADRILEÑA CONTRA EL ACOSO ESCOLAR (AMACAE)";"BULEVAR";"INDALECIO PRIETO";"21";"PLANTA 1ª, PUERTA 108";"28032";"MADRID";"CASCO H.VICALVARO";"VICALVARO";"G86928629";"2014-05-19";;"689528792";"madridamacae@gmail.com";"http://www.amacae.com";"OTRAS DE ACCION SOCIAL";"COMUNIDAD DE MADRID";"85";" ";" ";"2025-12-31 04:15:15.2"
"2890";"ASOCIACION CADELPA";"CALLE";"MANUEL FERNANDEZ CABALLERO";"6";"BAJO LOCAL 1";"28019";"MADRID";"SAN ISIDRO";"CARABANCHEL";"G86423357";"2014-05-06";"2021-05-05";"671615469";"info@asociacioncadelpa.org";"http://www.asociacioncadelpa.org";"OTRAS DE ACCION SOCIAL";"ESTATAL";"1500";" ";" ";"2025-12-31 04:15:15.2"
"2891";"CLUB DEPORTIVO ELEMENTAL XV HORTALEZA RUGBY CLUB";"AVENIDA";"PICEAS";"13";" ";"28043";"MADRID";" ";"HORTALEZA";"G83055228";"2014-05-13";;"609746631";"gerencia@xvhortaleza.com";"http://www.xvhortaleza.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"700";" ";" ";"2025-12-31 04:15:15.2"
"2892";"ASOCIACION DE COREA DE HUNTINGTON ESPAÑOLA";"AVENIDA";"CARDENAL HERRERA ORIA";"80";"B LOCAL";"28034";"MADRID";"VALVERDE";"FUENCARRAL-EL PARDO";"G79350963";"2014-05-29";"2021-03-30";"671439333";"contacto@e-huntington.es";"http://www.e-huntington.es";"DE SALUD Y APOYO MUTUO";"ESTATAL";"265";"1457";"FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER";"2025-12-31 04:15:15.2"
"2893";"ASOCIACION PSICOLOGOS SIN FRONTERAS MADRID-ESPAÑA (PSF-ME)";"CUESTA";"SAN VICENTE";"4";"5ª PLANTA";"28008";"MADRID";"ARGUELLES";"MONCLOA-ARAVACA";"G83230409";"2014-06-09";;"912335851";"psf@psicologossinfronteras.net";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"70";"594";"FERMAD VIVE CONTIGO";"2025-12-31 04:15:15.2"
"2894";"ASOCIACION DE USUARIOS FINANCIEROS-ASUFIN";"CALLE";"VALDERRIBAS";"59";"PISO 3º- PUERTA 1";"28007";"MADRID";"ADELFAS";"RETIRO";"G85769743";"2014-06-13";;"915327583";"policy@asufin.com";"http://asufin.com";"DE PERSONAS CONSUMIDORAS Y USUARIAS";"ESTATAL";"20384";" ";" ";"2025-12-31 04:15:15.2"
"2895";"ASOCIACION DE PYMES PARA LA CORRECTA APLICACION DE MIFID (APYMIFID)";"CALLE";"ZORRILLA";"21";"2º DCHA";"28014";"MADRID";"CORTES";"CENTRO";"G85966844";"2014-06-13";;"630656751";" ";"";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"135";" ";" ";"2025-12-31 04:15:15.2"
"2896";"ASOCIACION JUVENIL DE MUSICA 'NOTAS Y RUIDO'";"CARRETERA";"BOADILLA DEL MONTE";"15";"4ª B";"28024";"MADRID";"CAMPAMENTO";"LATINA";"G86309309";"2014-06-23";;"917119910";"notasyruido@gmail.com";"http://notasyruido.org";"JUVENILES";"COMUNIDAD DE MADRID";"18";" ";" ";"2025-12-31 04:15:15.2"
"2897";"ARHOE – COMISION NACIONAL PARA LA RACIONALIZACION DE LOS HORARIOS ESPAÑOLES";"CALLE";"DOCTOR ESQUERDO";"52";"BAJO IZQUIERDA";"28009";"MADRID";"IBIZA";"RETIRO";"G84748334";"2014-07-01";;"";"";"http://www.horariosenespana.com";"OTRAS DE ACCION SOCIAL";"ESTATAL";"44";" ";" ";"2025-12-31 04:15:15.2"
"2898";"ASOCIACION PEÑA RAYISTA EL CENCERRO";"CALLE";"DE LA PEÑA DE VARGAS";"7";"BAR EL CENCERRO";"28031";"MADRID";"RIOS ROSAS";"VILLA VALLECAS";"G78891876";"2014-07-01";;"653965401";"azucarmorena07@hotmail.es";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"45";" ";" ";"2025-12-31 04:15:15.2"
"2899";"ASOCIACION POEKAS";"PASEO";"FLORIDA";"28";"PISO 7º F ESC. 3 ";"28008";"MADRID";"CASA DE CAMPO";"MONCLOA-ARAVACA";"G86854189";"2014-07-16";;"630073720";"poekas2008@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"22";" ";" ";"2025-12-31 04:15:15.2"
"2900";"AREA ANGELIC REIKI ESPAÑA ASOCIACION";"CALLE";"RIOJANOS";"11";"5º C";"28018";"MADRID";"PALOMERAS SURESTE";"PUENTE VALLECAS";"G86557600";"2014-07-16";;"677046594";"angelic.reiki2012@hotmail.es";"";"DE SALUD Y APOYO MUTUO";"ESTATAL";"4";" ";" ";"2025-12-31 04:15:15.2"
"2901";"CLUB DEPORTIVO ELEMENTAL VOLEIBOL NUEVA CASTILLA";"CALLE";"MONTES DE BARBANZA";"19";"";"28031";"MADRID";"CASCO H.VALLECAS";"VILLA VALLECAS";"V85203636";"2014-08-04";;"617641245";"clubvoleibolnuevacastilla@gmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"250";" ";" ";"2025-12-31 04:15:15.2"
"2902";"ASOCIACION GRUPOS DE MAYORES MUNICIPALES (A.G.M.M.)";"CALLE";"GRAN VIA";"31";"5ª  22";"28013";"MADRID";"SOL";"CENTRO";"G82116542";"2014-09-08";;"914337968";"";"";"DE PERSONAS MAYORES, JUBILADAS Y PENSIONISTAS";"ESTATAL";"651";" ";" ";"2025-12-31 04:15:15.2"
"2903";"ARLE-ASOCIACION DE INMIGRANTES DE LELOUMA EN ESPAÑA";"PASEO";"FERROVIARIOS";"67";" PLANTA 4 - PUERTA  2";"28021";"MADRID";"VILLAVERDE ALTO C.H.";"VILLAVERDE";"G86920865";"2014-09-09";;"632289607";" ";"";"DE INMIGRANTES";"ESTATAL";"148";" ";" ";"2025-12-31 04:15:15.2"
"2904";"ASOCIACION BUILDING BRIDGES";"CALLE";"BUEN GOBERNADOR";"5";"BAJO COMERCIAL";"28027";"MADRID";"QUINTANA";"CIUDAD LINEAL";"G85466886";"2014-09-08";"2014-10-14";"673402139";"erasmus@yeseuropa.org";"http://www.yeseuropa.org";"DE ESTUDIANTES /ALUMNADO";"ESTATAL";"18";" ";" ";"2025-12-31 04:15:15.2"
"2905";"ONG RESCATE INTERNACIONAL";"CALLE";"LUCHANA";"36";"4º DERECHA";"28010";"MADRID";"TRAFALGAR";"CHAMBERI";"G80366107";"2014-09-08";"2014-10-09";"914472872";"rescate@ongrescate.org";"http://www.ongrescate.org";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"336";"2936";"ASOCIACION RED DE ONGD DE MADRID";"2025-12-31 04:15:15.2"
"2906";"ASOCIACION NACIONAL HUESOS DE CRISTAL O.I.  ESPAÑA (AHUCE)";"CALLE";"SAN ILDEFONSO";"8";"BAJO";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G81109100";"2014-09-08";"2015-06-10";"914678266";"ahuce@ahuce.org";"http://www.ahuce.org";"DE SALUD Y APOYO MUTUO";"ESTATAL";"448";"1457";"FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER";"2025-12-31 04:15:15.2"
"2906";"ASOCIACION NACIONAL HUESOS DE CRISTAL O.I.  ESPAÑA (AHUCE)";"CALLE";"SAN ILDEFONSO";"8";"BAJO";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G81109100";"2014-09-08";"2015-06-10";"914678266";"ahuce@ahuce.org";"http://www.ahuce.org";"DE SALUD Y APOYO MUTUO";"ESTATAL";"448";"4003";"CONFEDERACION ESPAÑOLA DE PERSONAS CON DISCAPACIDAD FISICA Y ORGANICA - COCEMFE";"2025-12-31 04:15:15.2"
"2907";"MOVING MUSIC";"AVENIDA";"SANTA EUGENIA";"14";"NAVE G - LOCAL 5";"28031";"MADRID";"SANTA EUGENIA";"VILLA VALLECAS";"G86985058";"2014-09-10";"2017-02-09";"655036780";"info.movingmusic@gmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"130";" ";" ";"2025-12-31 04:15:15.2"
"2908";"CLUB DEPORTIVO ELEMENTAL BALONCESTO ENSANCHE DE VALLECAS";"CALLE";"CORREGIDOR JOSE DE PASAMONTE";"12";"6º A";"28030";"MADRID";"MARROQUINA";"MORATALAZ";"G84714740";"2014-09-09";;"628220713";"info@cbensanche.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"4";" ";" ";"2025-12-31 04:15:15.2"
"2909";"AGRUPACION DEPORTIVA OÑA SANCHINARRO";"CALLE";"OÑA ";"S/N";"(CAMPO DE FUTBOL)";"28050";"MADRID";"SAN ANDRES";"HORTALEZA";"G81411464";"2014-09-08";;"913837483";"ADMINISTRACION@ADOSANCHINARRO.COM";"WWWW.OÑASANCHINARRO.COM";"DEPORTIVAS";"COMUNIDAD DE MADRID";"1100";" ";" ";"2025-12-31 04:15:15.2"
"2910";"CLUB DEPORTIVO LA SALLE MARAVILLAS";"CALLE";"GUADALQUIVIR";"9";"";"28002";"MADRID";"EL VISO";"CHAMARTIN";"G85753770";"2014-09-09";;"917823500";"direccion@lasallemaravillas.com";"http://www.cd-lasallemaravillas.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"747";"2354";"FEDERACION MADRILEÑA DE ESCULTISMO (F.M.E.)";"2025-12-31 04:15:15.2"
"2910";"CLUB DEPORTIVO LA SALLE MARAVILLAS";"CALLE";"GUADALQUIVIR";"9";"";"28002";"MADRID";"EL VISO";"CHAMARTIN";"G85753770";"2014-09-09";;"917823500";"direccion@lasallemaravillas.com";"http://www.cd-lasallemaravillas.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"747";"3568";"FEDERACION MADRILEÑA DE KARATE Y DISCIPLINAS ASOCIADAS (DA)";"2025-12-31 04:15:15.2"
"2911";"VALLECAS CLUB DE FUTBOL";"CALLE";"PUERTO DE REINOSA";"2";"";"28031";"MADRID";"CASCO H.VALLECAS";"VILLA VALLECAS";"G28545275";"2014-09-29";"2014-11-04";"913311486";"directiva@vallecascf.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"29";" ";" ";"2025-12-31 04:15:15.2"
"2912";"ASOCIACION PROVINCIAL DE LOJANOS RESIDENTES EN ESPAÑA -A.P.L.O.R.E.";"AVENIDA";"NUESTRA SEÑORA DE VALVANERA";"108";"";"28025";"MADRID";"SAN JUAN BAUTISTA";"CIUDAD LINEAL";"";"2014-09-30";;"603546686";"danielasanchez.1@hotmail.com";"";"DE INMIGRANTES";"ESTATAL";"50";" ";" ";"2025-12-31 04:15:15.2"
"2913";"ASOCIACION PARA LA DEFENSA Y DESARROLLO DE LA ADOLESCENCIA Y DE LA INFANCIA-ADDAI";"AVENIDA";"MENENDEZ PELAYO";"4";"1º IZDA";"28009";"MADRID";"RECOLETOS";"SALAMANCA";"G87023156";"2014-09-29";;"617372396";"";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"19";" ";" ";"2025-12-31 04:15:15.2"
"2914";"ASOCIACION NACIONAL DE AMIGOS DE ARNOLD CHIARI-ANAC";"CALLE";"RIAÑO";"11";"";"28042";"MADRID";"ALAMEDA DE OSUNA";"BARAJAS";"G83754424";"2014-09-29";;"685966599";"";"";"DE SALUD Y APOYO MUTUO";"ESTATAL";"192";" ";" ";"2025-12-31 04:15:15.2"
"2915";"ASOCIACION DE COLABORADORES CON LAS PRESAS-ACOPE";"CALLE";"LOPEZ DE HOYOS";"109";"PISO 3º";"28002";"MADRID";"CIUDAD JARDIN";"CHAMARTIN";"G78426996";"2014-10-06";"2017-02-17";"915931001";"acope@acope.es";"www.acope.es";"DE MUJERES";"ESTATAL";"51";" ";" ";"2025-12-31 04:15:15.2"
"2916";"ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO MIXTO 'VIRGEN DE MIRASIERRA'";"CALLE";"LA MASO";"103";"";"28034";"MADRID";"MIRASIERRA";"FUENCARRAL-EL PARDO";"G79561221";"2014-10-13";"2015-02-24";"917387300";"apa@virgendemirasierra.com";"";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"638";"775";"FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA";"2025-12-31 04:15:15.2"
"2917";"KABAYAN INTERNACIONAL";"AVENIDA";"BETANZOS";"26";"3-2";"28029";"MADRID";"EL PILAR";"FUENCARRAL-EL PARDO";"";"2014-10-09";;"634034367";"edgar.simon09@yahoo.es";"";"DE INMIGRANTES";"ESTATAL";"30";" ";" ";"2025-12-31 04:15:15.2"
"2918";"CLUB SALA DE ARMAS DE MADRID";"AVENIDA";"FILIPINAS";"40";"1º -3";"28003";"MADRID";"VALLEHERMOSO";"CHAMBERI";"G79489746";"2014-10-28";"2021-04-26";"638128984";"sama@esgrimamadrid.com";"http://www.esgrimamadrid.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"336";" ";" ";"2025-12-31 04:15:15.2"
"2919";"GURUDWARA SINGH SABHA MADRID";"CALLE";"CABEZA";"10";"BAJO";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G86767167";"2014-10-28";;"631483211";"gurudwarasinghsabhamadrid@gmail.com";"http://www.gurudwaramadrid.com";"OTRAS DE ACCION SOCIAL";"COMUNIDAD DE MADRID";"100";" ";" ";"2025-12-31 04:15:15.2"
"2920";"HORENCO, HORTELAN@S EN COMUNIDAD";"CALLE";"ISLA GRACIOSA";"9";"2ºC";"28034";"MADRID";"VALVERDE";"FUENCARRAL-EL PARDO";"G87417085";"2014-11-04";"2021-09-10";"618087493";"asociacion.horenco@gmail.com";"http://redhuertosurbanosmadrid.wordpress.com/huerto-fuente-de-la-carra/";"MEDIOAMBIENTALES Y ECOLOGISTAS";"COMUNIDAD DE MADRID";"54";" ";" ";"2025-12-31 04:15:15.2"
